"_span","_time",logons
3600,1524236400,76
3600,1524240000,78
3600,1524243600,78
3600,1524247200,74
3600,1524250800,77
3600,1524254400,71
3600,1524258000,66
3600,1524261600,69
3600,1524265200,67
3600,1524268800,68
3600,1524272400,69
3600,1524276000,70
3600,1524279600,73
3600,1524283200,73
3600,1524286800,73
3600,1524290400,73
3600,1524294000,73
3600,1524297600,73
3600,1524301200,71
3600,1524304800,68
3600,1524308400,64
3600,1524312000,61
3600,1524315600,55
3600,1524319200,55
3600,1524322800,51
3600,1524326400,43
3600,1524330000,36
3600,1524333600,33
3600,1524337200,26
3600,1524340800,28
3600,1524344400,29
3600,1524348000,28
3600,1524351600,29
3600,1524355200,27
3600,1524358800,27
3600,1524362400,27
3600,1524366000,27
3600,1524369600,28
3600,1524373200,28
3600,1524376800,28
3600,1524380400,28
3600,1524384000,27
3600,1524387600,27
3600,1524391200,27
3600,1524394800,27
3600,1524398400,27
3600,1524402000,26
3600,1524405600,26
3600,1524409200,25
3600,1524412800,27
3600,1524416400,26
3600,1524420000,26
3600,1524423600,26
3600,1524427200,25
3600,1524430800,28
3600,1524434400,28
3600,1524438000,29
3600,1524441600,32
3600,1524445200,31
3600,1524448800,31
3600,1524452400,32
3600,1524456000,31
3600,1524459600,32
3600,1524463200,31
3600,1524466800,32
3600,1524470400,33
3600,1524474000,33
3600,1524477600,32
3600,1524481200,31
3600,1524484800,31
3600,1524488400,29
3600,1524492000,28
3600,1524495600,27
3600,1524499200,25
3600,1524502800,29
3600,1524506400,31
3600,1524510000,36
3600,1524513600,41
3600,1524517200,42
3600,1524520800,55
3600,1524524400,60
3600,1524528000,70
3600,1524531600,73
3600,1524535200,77
3600,1524538800,78
3600,1524542400,77
3600,1524546000,77
3600,1524549600,77
3600,1524553200,77
3600,1524556800,76
3600,1524560400,75
3600,1524564000,73
3600,1524567600,73
3600,1524571200,73
3600,1524574800,74
3600,1524578400,68
3600,1524582000,68
3600,1524585600,73
3600,1524589200,69
3600,1524592800,71
3600,1524596400,66
3600,1524600000,64
3600,1524603600,59
3600,1524607200,59
3600,1524610800,59
3600,1524614400,69
3600,1524618000,73
3600,1524621600,73
3600,1524625200,73
3600,1524628800,74
3600,1524632400,74
3600,1524636000,74
3600,1524639600,75
3600,1524643200,74
3600,1524646800,74
3600,1524650400,72
3600,1524654000,71
3600,1524657600,69
3600,1524661200,61
3600,1524664800,61
3600,1524668400,59
3600,1524672000,57
3600,1524675600,58
3600,1524679200,57
3600,1524682800,61
3600,1524686400,61
3600,1524690000,11
3600,1524693600,43
3600,1524697200,11
3600,1524700800,23
3600,1524704400,58
3600,1524708000,52
3600,1524711600,42
3600,1524715200,99
3600,1524718800,44
3600,1524722400,64
3600,1524726000,64
3600,1524729600,64
3600,1524733200,62
3600,1524736800,60
3600,1524740400,56
3600,1524744000,54
3600,1524747600,50
3600,1524751200,48
3600,1524754800,47
3600,1524758400,45
3600,1524762000,47
3600,1524765600,46
3600,1524769200,55
3600,1524772800,60
3600,1524776400,59
3600,1524780000,63
3600,1524783600,67
3600,1524787200,71
3600,1524790800,71
3600,1524794400,73
3600,1524798000,74
3600,1524801600,75
3600,1524805200,75
3600,1524808800,75
3600,1524812400,75
3600,1524816000,75
3600,1524819600,74
3600,1524823200,72
3600,1524826800,70
3600,1524830400,69
3600,1524834000,66
3600,1524837600,62
3600,1524841200,58
3600,1524844800,51
3600,1524848400,51
3600,1524852000,51
3600,1524855600,52
3600,1524859200,51
3600,1524862800,46
3600,1524866400,45
3600,1524870000,47
3600,1524873600,50
3600,1524877200,52
3600,1524880800,53
3600,1524884400,55
3600,1524888000,56
3600,1524891600,56
3600,1524895200,55
3600,1524898800,55
3600,1524902400,55
3600,1524906000,53
3600,1524909600,52
3600,1524913200,50
3600,1524916800,50
3600,1524920400,47
3600,1524924000,41
3600,1524927600,39
3600,1524931200,37
3600,1524934800,34
3600,1524938400,34
3600,1524942000,35
3600,1524945600,31
3600,1524949200,29
3600,1524952800,27
3600,1524956400,28
3600,1524960000,29
3600,1524963600,30
3600,1524967200,31
3600,1524970800,31
3600,1524974400,32
3600,1524978000,32
3600,1524981600,32
3600,1524985200,32
3600,1524988800,33
3600,1524992400,31
3600,1524996000,31
3600,1524999600,30
3600,1525003200,29
3600,1525006800,27
3600,1525010400,28
3600,1525014000,28
3600,1525017600,27
3600,1525021200,30
3600,1525024800,31
3600,1525028400,32
3600,1525032000,33
3600,1525035600,32
3600,1525039200,32
3600,1525042800,34
3600,1525046400,35
3600,1525050000,35
3600,1525053600,36
3600,1525057200,37
3600,1525060800,37
3600,1525064400,37
3600,1525068000,38
3600,1525071600,38
3600,1525075200,39
3600,1525078800,39
3600,1525082400,38
3600,1525086000,36
3600,1525089600,37
3600,1525093200,38
3600,1525096800,36
3600,1525100400,35
3600,1525104000,45
3600,1525107600,44
3600,1525111200,45
3600,1525114800,49
3600,1525118400,50
3600,1525122000,57
3600,1525125600,57
3600,1525129200,66
3600,1525132800,67
3600,1525136400,68
3600,1525140000,71
3600,1525143600,73
3600,1525147200,74
3600,1525150800,74
3600,1525154400,74
3600,1525158000,73
3600,1525161600,74
3600,1525165200,73
3600,1525168800,69
3600,1525172400,68
3600,1525176000,66
3600,1525179600,55
3600,1525183200,55
3600,1525186800,54
3600,1525190400,58
3600,1525194000,54
3600,1525197600,55
3600,1525201200,62
3600,1525204800,63
3600,1525208400,69
3600,1525212000,74
3600,1525215600,72
3600,1525219200,79
3600,1525222800,83
3600,1525226400,83
3600,1525230000,84
3600,1525233600,87
3600,1525237200,86
3600,1525240800,85
3600,1525244400,87
3600,1525248000,88
3600,1525251600,87
3600,1525255200,86
3600,1525258800,84
3600,1525262400,84
3600,1525266000,74
3600,1525269600,75
3600,1525273200,69
3600,1525276800,75
3600,1525280400,73
3600,1525284000,70
3600,1525287600,70
3600,1525291200,73
3600,1525294800,70
3600,1525298400,70
3600,1525302000,72
3600,1525305600,83
3600,1525309200,82
3600,1525312800,87
3600,1525316400,87
3600,1525320000,87
3600,1525323600,88
3600,1525327200,87
3600,1525330800,86
3600,1525334400,87
3600,1525338000,85
3600,1525341600,85
3600,1525345200,85
3600,1525348800,84
3600,1525352400,72
3600,1525356000,68
3600,1525359600,67
3600,1525363200,65
3600,1525366800,67
3600,1525370400,67
3600,1525374000,64
3600,1525377600,68
3600,1525381200,65
3600,1525384800,69
3600,1525388400,70
3600,1525392000,70
3600,1525395600,70
3600,1525399200,72
3600,1525402800,74
3600,1525406400,77
3600,1525410000,77
3600,1525413600,78
3600,1525417200,78
3600,1525420800,78
3600,1525424400,76
3600,1525428000,75
3600,1525431600,72
3600,1525435200,68
3600,1525438800,66
3600,1525442400,61
3600,1525446000,55
3600,1525449600,59
3600,1525453200,55
3600,1525456800,57
3600,1525460400,55
3600,1525464000,61
3600,1525467600,66
3600,1525471200,70
3600,1525474800,70
3600,1525478400,70
3600,1525482000,70
3600,1525485600,68
3600,1525489200,70
3600,1525492800,71
3600,1525496400,71
3600,1525500000,71
3600,1525503600,71
3600,1525507200,71
3600,1525510800,70
3600,1525514400,68
3600,1525518000,66
3600,1525521600,66
3600,1525525200,60
3600,1525528800,59
3600,1525532400,49
3600,1525536000,47
3600,1525539600,39
3600,1525543200,37
3600,1525546800,34
3600,1525550400,35
3600,1525554000,37
3600,1525557600,35
3600,1525561200,37
3600,1525564800,37
3600,1525568400,36
3600,1525572000,36
3600,1525575600,36
3600,1525579200,36
3600,1525582800,36
3600,1525586400,36
3600,1525590000,36
3600,1525593600,37
3600,1525597200,37
3600,1525600800,37
3600,1525604400,35
3600,1525608000,35
3600,1525611600,33
3600,1525615200,31
3600,1525618800,28
3600,1525622400,31
3600,1525626000,29
3600,1525629600,28
3600,1525633200,29
3600,1525636800,30
3600,1525640400,31
3600,1525644000,35
3600,1525647600,36
3600,1525651200,37
3600,1525654800,38
3600,1525658400,39
3600,1525662000,40
3600,1525665600,40
3600,1525669200,39
3600,1525672800,39
3600,1525676400,38
3600,1525680000,38
3600,1525683600,39
3600,1525687200,38
3600,1525690800,38
3600,1525694400,38
3600,1525698000,36
3600,1525701600,37
3600,1525705200,36
3600,1525708800,36
3600,1525712400,36
3600,1525716000,36
3600,1525719600,40
3600,1525723200,44
3600,1525726800,50
3600,1525730400,58
3600,1525734000,64
3600,1525737600,65
3600,1525741200,67
3600,1525744800,72
3600,1525748400,73
3600,1525752000,75
3600,1525755600,75
3600,1525759200,75
3600,1525762800,75
3600,1525766400,75
3600,1525770000,73
3600,1525773600,72
3600,1525777200,70
3600,1525780800,71
3600,1525784400,68
3600,1525788000,66
3600,1525791600,65
3600,1525795200,61
3600,1525798800,64
3600,1525802400,61
3600,1525806000,61
3600,1525809600,58
3600,1525813200,62
3600,1525816800,69
3600,1525820400,73
3600,1525824000,78
3600,1525827600,77
3600,1525831200,80
3600,1525834800,81
3600,1525838400,84
3600,1525842000,85
3600,1525845600,85
3600,1525849200,84
3600,1525852800,84
3600,1525856400,83
3600,1525860000,83
3600,1525863600,83
3600,1525867200,81
3600,1525870800,78
3600,1525874400,72
3600,1525878000,70
3600,1525881600,63
3600,1525885200,62
3600,1525888800,65
3600,1525892400,58
3600,1525896000,53
3600,1525899600,49
3600,1525903200,52
3600,1525906800,52
3600,1525910400,53
3600,1525914000,52
3600,1525917600,57
3600,1525921200,58
3600,1525924800,59
3600,1525928400,60
3600,1525932000,60
3600,1525935600,60
3600,1525939200,58
3600,1525942800,58
3600,1525946400,56
3600,1525950000,55
3600,1525953600,51
3600,1525957200,52
3600,1525960800,50
3600,1525964400,43
3600,1525968000,44
3600,1525971600,46
3600,1525975200,53
3600,1525978800,51
3600,1525982400,53
3600,1525986000,57
3600,1525989600,61
3600,1525993200,57
3600,1525996800,60
3600,1526000400,61
3600,1526004000,61
3600,1526007600,64
3600,1526011200,64
3600,1526014800,66
3600,1526018400,67
3600,1526022000,68
3600,1526025600,68
3600,1526029200,67
3600,1526032800,66
3600,1526036400,65
3600,1526040000,63
3600,1526043600,61
3600,1526047200,58
3600,1526050800,51
3600,1526054400,54
3600,1526058000,58
3600,1526061600,55
3600,1526065200,51
3600,1526068800,56
3600,1526072400,54
3600,1526076000,55
3600,1526079600,63
3600,1526083200,68
3600,1526086800,69
3600,1526090400,72
3600,1526094000,73
3600,1526097600,72
3600,1526101200,71
3600,1526104800,72
3600,1526108400,71
3600,1526112000,72
3600,1526115600,71
3600,1526119200,70
3600,1526122800,68
3600,1526126400,65
3600,1526130000,62
3600,1526133600,54
3600,1526137200,51
3600,1526140800,51
3600,1526144400,46
3600,1526148000,48
3600,1526151600,48
3600,1526155200,41
3600,1526158800,35
3600,1526162400,34
3600,1526166000,32
3600,1526169600,33
3600,1526173200,36
3600,1526176800,39
3600,1526180400,39
3600,1526184000,41
3600,1526187600,40
3600,1526191200,40
3600,1526194800,40
3600,1526198400,40
3600,1526202000,41
3600,1526205600,40
3600,1526209200,38
3600,1526212800,36
3600,1526216400,35
3600,1526220000,32
3600,1526223600,31
3600,1526227200,32
3600,1526230800,34
3600,1526234400,37
3600,1526238000,39
3600,1526241600,40
3600,1526245200,40
3600,1526248800,40
3600,1526252400,38
3600,1526256000,41
3600,1526259600,40
3600,1526263200,42
3600,1526266800,42
3600,1526270400,43
3600,1526274000,43
3600,1526277600,42
3600,1526281200,41
3600,1526284800,43
3600,1526288400,44
3600,1526292000,44
3600,1526295600,44
3600,1526299200,43
3600,1526302800,40
3600,1526306400,39
3600,1526310000,35
3600,1526313600,37
3600,1526317200,36
3600,1526320800,38
3600,1526324400,39
3600,1526328000,45
3600,1526331600,44
3600,1526335200,53
3600,1526338800,60
3600,1526342400,72
3600,1526346000,72
3600,1526349600,73
3600,1526353200,74
3600,1526356800,76
3600,1526360400,76
3600,1526364000,75
3600,1526367600,75
3600,1526371200,77
3600,1526374800,76
3600,1526378400,76
3600,1526382000,74
3600,1526385600,73
3600,1526389200,69
3600,1526392800,70
3600,1526396400,66
3600,1526400000,68
3600,1526403600,70
3600,1526407200,73
3600,1526410800,67
3600,1526414400,61
3600,1526418000,50
3600,1526421600,58
3600,1526425200,65
3600,1526428800,65
3600,1526432400,69
3600,1526436000,69
3600,1526439600,71
3600,1526443200,71
3600,1526446800,70
3600,1526450400,69
3600,1526454000,68
3600,1526457600,68
3600,1526461200,69
3600,1526464800,69
3600,1526468400,66
3600,1526472000,65
3600,1526475600,62
3600,1526479200,52
3600,1526482800,49
3600,1526486400,49
3600,1526490000,56
3600,1526493600,58
3600,1526497200,52
3600,1526500800,45
3600,1526504400,46
3600,1526508000,44
3600,1526511600,47
3600,1526515200,54
3600,1526518800,55
3600,1526522400,58
3600,1526526000,58
3600,1526529600,60
3600,1526533200,60
3600,1526536800,59
3600,1526540400,59
3600,1526544000,61
3600,1526547600,59
3600,1526551200,57
3600,1526554800,57
3600,1526558400,58
3600,1526562000,55
3600,1526565600,49
3600,1526569200,45
3600,1526572800,49
3600,1526576400,57
3600,1526580000,59
3600,1526583600,62
3600,1526587200,62
3600,1526590800,54
3600,1526594400,57
3600,1526598000,61
3600,1526601600,65
3600,1526605200,64
3600,1526608800,65
3600,1526612400,68
3600,1526616000,69
3600,1526619600,69
3600,1526623200,70
3600,1526626800,71
3600,1526630400,72
3600,1526634000,70
3600,1526637600,71
3600,1526641200,69
3600,1526644800,68
3600,1526648400,63
3600,1526652000,55
3600,1526655600,53
3600,1526659200,52
3600,1526662800,50
3600,1526666400,54
3600,1526670000,56
3600,1526673600,55
3600,1526677200,54
3600,1526680800,61
3600,1526684400,66
3600,1526688000,66
3600,1526691600,65
3600,1526695200,66
3600,1526698800,66
3600,1526702400,68
3600,1526706000,68
3600,1526709600,66
3600,1526713200,66
3600,1526716800,65
3600,1526720400,66
3600,1526724000,65
3600,1526727600,63
3600,1526731200,63
3600,1526734800,59
3600,1526738400,58
3600,1526742000,56
3600,1526745600,52
3600,1526749200,52
3600,1526752800,52
3600,1526756400,46
3600,1526760000,42
3600,1526763600,44
3600,1526767200,45
3600,1526770800,45
3600,1526774400,46
3600,1526778000,45
3600,1526781600,46
3600,1526785200,46
3600,1526788800,47
3600,1526792400,46
3600,1526796000,46
3600,1526799600,46
3600,1526803200,45
3600,1526806800,44
3600,1526810400,44
3600,1526814000,43
3600,1526817600,42
3600,1526821200,39
3600,1526824800,36
3600,1526828400,34
3600,1526832000,34
3600,1526835600,34
3600,1526839200,33
3600,1526842800,32
3600,1526846400,32
3600,1526850000,33
3600,1526853600,37
3600,1526857200,38
3600,1526860800,38
3600,1526864400,26
3600,1526868000,53
3600,1526871600,38
3600,1526875200,70
3600,1526878800,57
3600,1526882400,73
3600,1526886000,32
3600,1526889600,73
3600,1526893200,20
3600,1526896800,41
3600,1526900400,40
3600,1526904000,40
3600,1526907600,42
3600,1526911200,43
3600,1526914800,42
3600,1526918400,42
3600,1526922000,43
3600,1526925600,51
3600,1526929200,58
3600,1526932800,57
3600,1526936400,60
3600,1526940000,65
3600,1526943600,68
3600,1526947200,74
3600,1526950800,78
3600,1526954400,77
3600,1526958000,79
3600,1526961600,78
3600,1526965200,76
3600,1526968800,74
3600,1526972400,75
3600,1526976000,73
3600,1526979600,73
3600,1526983200,70
3600,1526986800,67
3600,1526990400,64
3600,1526994000,64
3600,1526997600,68
3600,1527001200,58
3600,1527004800,50
3600,1527008400,51
3600,1527012000,55
3600,1527015600,58
3600,1527019200,62
3600,1527022800,65
3600,1527026400,66
3600,1527030000,76
3600,1527033600,75
3600,1527037200,78
3600,1527040800,79
3600,1527044400,80
3600,1527048000,81
3600,1527051600,81
3600,1527055200,81
3600,1527058800,81
3600,1527062400,82
3600,1527066000,83
3600,1527069600,82
3600,1527073200,78
3600,1527076800,77
3600,1527080400,73
3600,1527084000,73
3600,1527087600,72
3600,1527091200,67
3600,1527094800,70
3600,1527098400,70
3600,1527102000,67
3600,1527105600,49
3600,1527109200,24
3600,1527112800,107
3600,1527116400,86
3600,1527120000,30
3600,1527123600,14
3600,1527127200,91
3600,1527130800,46
3600,1527134400,130
3600,1527138000,77
3600,1527141600,77
3600,1527145200,76
3600,1527148800,74
3600,1527152400,75
3600,1527156000,74
3600,1527159600,73
3600,1527163200,71
3600,1527166800,66
3600,1527170400,60
3600,1527174000,53
3600,1527177600,54
3600,1527181200,52
3600,1527184800,54
3600,1527188400,52
3600,1527192000,56
3600,1527195600,56
3600,1527199200,58
3600,1527202800,68
3600,1527206400,67
3600,1527210000,66
3600,1527213600,66
3600,1527217200,68
3600,1527220800,70
3600,1527224400,72
3600,1527228000,72
3600,1527231600,71
3600,1527235200,72
3600,1527238800,71
3600,1527242400,70
3600,1527246000,68
3600,1527249600,66
3600,1527253200,64
3600,1527256800,64
3600,1527260400,64
3600,1527264000,59
3600,1527267600,54
3600,1527271200,54
3600,1527274800,59
3600,1527278400,51
3600,1527282000,66
3600,1527285600,70
3600,1527289200,71
3600,1527292800,71
3600,1527296400,68
3600,1527300000,72
3600,1527303600,72
3600,1527307200,74
3600,1527310800,73
3600,1527314400,73
3600,1527318000,75
3600,1527321600,74
3600,1527325200,72
3600,1527328800,70
3600,1527332400,67
3600,1527336000,65
3600,1527339600,66
3600,1527343200,63
3600,1527346800,62
3600,1527350400,58
3600,1527354000,57
3600,1527357600,44
3600,1527361200,44
3600,1527364800,45
3600,1527368400,44
3600,1527372000,47
3600,1527375600,44
3600,1527379200,43
3600,1527382800,41
3600,1527386400,42
3600,1527390000,40
3600,1527393600,39
3600,1527397200,39
3600,1527400800,39
3600,1527404400,39
3600,1527408000,37
3600,1527411600,37
3600,1527415200,35
3600,1527418800,34
3600,1527422400,33
3600,1527426000,30
3600,1527429600,29
3600,1527433200,26
3600,1527436800,25
3600,1527440400,26
3600,1527444000,29
3600,1527447600,29
3600,1527451200,30
3600,1527454800,36
3600,1527458400,37
3600,1527462000,36
3600,1527465600,38
3600,1527469200,41
3600,1527472800,41
3600,1527476400,44
3600,1527480000,45
3600,1527483600,47
3600,1527487200,47
3600,1527490800,49
3600,1527494400,50
3600,1527498000,48
3600,1527501600,48
3600,1527505200,48
3600,1527508800,49
3600,1527512400,49
3600,1527516000,48
3600,1527519600,47
3600,1527523200,47
3600,1527526800,53
3600,1527530400,52
3600,1527534000,56
3600,1527537600,61
3600,1527541200,61
3600,1527544800,64
3600,1527548400,69
3600,1527552000,67
3600,1527555600,67
3600,1527559200,69
3600,1527562800,69
3600,1527566400,70
3600,1527570000,70
3600,1527573600,72
3600,1527577200,72
3600,1527580800,72
3600,1527584400,70
3600,1527588000,67
3600,1527591600,64
3600,1527595200,62
3600,1527598800,60
3600,1527602400,54
3600,1527606000,51
3600,1527609600,51
3600,1527613200,58
3600,1527616800,61
3600,1527620400,61
3600,1527624000,58
3600,1527627600,66
3600,1527631200,74
3600,1527634800,79
3600,1527638400,82
3600,1527642000,87
3600,1527645600,88
3600,1527649200,88
3600,1527652800,89
3600,1527656400,89
3600,1527660000,89
3600,1527663600,92
3600,1527667200,91
3600,1527670800,90
3600,1527674400,90
3600,1527678000,87
3600,1527681600,87
3600,1527685200,82
3600,1527688800,70
3600,1527692400,65
3600,1527696000,62
3600,1527699600,65
3600,1527703200,65
3600,1527706800,59
3600,1527710400,55
3600,1527714000,48
3600,1527717600,85
3600,1527721200,31
3600,1527724800,56
3600,1527728400,60
3600,1527732000,67
3600,1527735600,95
3600,1527739200,64
3600,1527742800,39
3600,1527746400,57
3600,1527750000,56
3600,1527753600,58
3600,1527757200,58
3600,1527760800,57
3600,1527764400,56
3600,1527768000,58
3600,1527771600,59
3600,1527775200,52
3600,1527778800,47
3600,1527782400,53
3600,1527786000,53
3600,1527789600,56
3600,1527793200,54
3600,1527796800,56
3600,1527800400,57
3600,1527804000,63
3600,1527807600,67
3600,1527811200,76
3600,1527814800,80
3600,1527818400,82
3600,1527822000,82
3600,1527825600,81
3600,1527829200,81
3600,1527832800,81
3600,1527836400,81
3600,1527840000,83
3600,1527843600,82
3600,1527847200,79
3600,1527850800,78
3600,1527854400,78
3600,1527858000,68
3600,1527861600,67
3600,1527865200,65
3600,1527868800,73
3600,1527872400,71
3600,1527876000,67
3600,1527879600,65
3600,1527883200,69
3600,1527886800,66
3600,1527890400,65
3600,1527894000,69
3600,1527897600,71
3600,1527901200,76
3600,1527904800,78
3600,1527908400,77
3600,1527912000,79
3600,1527915600,76
3600,1527919200,77
3600,1527922800,79
3600,1527926400,81
3600,1527930000,77
3600,1527933600,78
3600,1527937200,76
3600,1527940800,74
3600,1527944400,65
3600,1527948000,62
3600,1527951600,63
3600,1527955200,60
3600,1527958800,54
3600,1527962400,49
3600,1527966000,49
3600,1527969600,47
3600,1527973200,46
3600,1527976800,43
3600,1527980400,44
3600,1527984000,46
3600,1527987600,44
3600,1527991200,46
3600,1527994800,47
3600,1527998400,47
3600,1528002000,46
3600,1528005600,49
3600,1528009200,49
3600,1528012800,49
3600,1528016400,49
3600,1528020000,48
3600,1528023600,47
3600,1528027200,47
3600,1528030800,44
3600,1528034400,40
3600,1528038000,40
3600,1528041600,38
3600,1528045200,38
3600,1528048800,40
3600,1528052400,40
3600,1528056000,42
3600,1528059600,39
3600,1528063200,41
3600,1528066800,43
3600,1528070400,45
3600,1528074000,45
3600,1528077600,45
3600,1528081200,46
3600,1528084800,46
3600,1528088400,47
3600,1528092000,47
3600,1528095600,47
3600,1528099200,48
3600,1528102800,47
3600,1528106400,49
3600,1528110000,49
3600,1528113600,49
3600,1528117200,49
3600,1528120800,47
3600,1528124400,48
3600,1528128000,50
3600,1528131600,50
3600,1528135200,55
3600,1528138800,54
3600,1528142400,54
3600,1528146000,54
3600,1528149600,65
3600,1528153200,70
3600,1528156800,77
3600,1528160400,84
3600,1528164000,86
3600,1528167600,87
3600,1528171200,89
3600,1528174800,89
3600,1528178400,86
3600,1528182000,87
3600,1528185600,87
3600,1528189200,86
3600,1528192800,84
3600,1528196400,81
3600,1528200000,77
3600,1528203600,74
3600,1528207200,71
3600,1528210800,69
3600,1528214400,72
3600,1528218000,70
3600,1528221600,77
3600,1528225200,69
3600,1528228800,68
3600,1528232400,62
3600,1528236000,64
3600,1528239600,67
3600,1528243200,73
3600,1528246800,72
3600,1528250400,76
3600,1528254000,80
3600,1528257600,81
3600,1528261200,81
3600,1528264800,81
3600,1528268400,83
3600,1528272000,86
3600,1528275600,87
3600,1528279200,83
3600,1528282800,83
3600,1528286400,82
3600,1528290000,81
3600,1528293600,78
3600,1528297200,69
3600,1528300800,67
3600,1528304400,68
3600,1528308000,68
3600,1528311600,63
3600,1528315200,57
3600,1528318800,49
3600,1528322400,51
3600,1528326000,47
3600,1528329600,52
3600,1528333200,54
3600,1528336800,60
3600,1528340400,60
3600,1528344000,61
3600,1528347600,61
3600,1528351200,59
3600,1528354800,61
3600,1528358400,61
3600,1528362000,60
3600,1528365600,58
3600,1528369200,60
3600,1528372800,63
3600,1528376400,63
3600,1528380000,59
3600,1528383600,62
3600,1528387200,62
3600,1528390800,66
3600,1528394400,75
3600,1528398000,78
3600,1528401600,83
3600,1528405200,86
3600,1528408800,88
3600,1528412400,87
3600,1528416000,91
3600,1528419600,91
3600,1528423200,93
3600,1528426800,96
3600,1528430400,95
3600,1528434000,95
3600,1528437600,95
3600,1528441200,95
3600,1528444800,93
3600,1528448400,91
3600,1528452000,87
3600,1528455600,84
3600,1528459200,81
3600,1528462800,74
3600,1528466400,73
3600,1528470000,65
3600,1528473600,67
3600,1528477200,71
3600,1528480800,66
3600,1528484400,60
3600,1528488000,66
3600,1528491600,67
3600,1528495200,71
3600,1528498800,73
3600,1528502400,71
3600,1528506000,75
3600,1528509600,75
3600,1528513200,76
3600,1528516800,78
3600,1528520400,81
3600,1528524000,80
3600,1528527600,83
3600,1528531200,85
3600,1528534800,81
3600,1528538400,83
3600,1528542000,83
3600,1528545600,81
3600,1528549200,74
3600,1528552800,67
3600,1528556400,65
3600,1528560000,67
3600,1528563600,60
3600,1528567200,55
3600,1528570800,51
3600,1528574400,49
3600,1528578000,51
3600,1528581600,53
3600,1528585200,55
3600,1528588800,54
3600,1528592400,52
3600,1528596000,52
3600,1528599600,52
3600,1528603200,52
3600,1528606800,53
3600,1528610400,55
3600,1528614000,55
3600,1528617600,55
3600,1528621200,52
3600,1528624800,52
3600,1528628400,50
3600,1528632000,46
